h3_9,lat,lon,nearest_highway,road_criticality,hospital,market,retail,school,transit,n_poi,osm_context
8961892eec3ffff,13.00153685,77.66170635,secondary,0.6,0.0,0.0,0.0,0.0,1.0,1,"secondary road, 1 transit"
8961892403bffff,12.88950315,77.6257243,secondary,0.6,0.0,0.0,0.0,1.0,0.0,1,"secondary road, 1 school"
89618924e2bffff,12.900245315094338,77.58586133396227,tertiary,0.45,0.0,0.0,1.0,3.0,1.0,5,"tertiary road, 1 retail, 3 school, 1 transit"
8960145acb3ffff,12.917050117647058,77.50018557647059,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892590fffff,12.93683486,77.57897586,secondary,0.6,0.0,0.0,0.0,2.0,1.0,3,"secondary road, 2 school, 1 transit"
8961892638bffff,12.846312950000002,77.64753010000001,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618926453ffff,12.82643137368421,77.68249209473684,tertiary,0.45,0.0,0.0,0.0,1.0,2.0,3,"tertiary road, 1 school, 2 transit"
8960145a3cfffff,12.959334378571429,77.53293553571429,primary,0.8,0.0,0.0,1.0,1.0,2.0,4,"primary road, 1 retail, 1 school, 2 transit"
896016966b3ffff,13.094736723809522,77.59441223095239,primary,0.8,1.0,0.0,0.0,1.0,1.0,3,"primary road, 1 school, 1 hospital, 1 transit"
8961892ed27ffff,12.970350303333332,77.61678618333333,residential,0.25,0.0,0.0,0.0,0.0,1.0,1,"residential road, 1 transit"
896189243afffff,12.8978823125,77.60641244375,tertiary,0.45,0.0,0.0,1.0,2.0,0.0,3,"tertiary road, 1 retail, 2 school"
8961892ce5bffff,13.06216425,77.63337680000001,primary,0.8,0.0,0.0,0.0,0.0,1.0,1,"primary road, 1 transit"
8960145b3d7ffff,13.00614164102564,77.5649226948718,secondary,0.6,1.0,0.0,3.0,3.0,1.0,8,"secondary road, 3 retail, 3 school, 1 hospital, 1 transit"
89618925c57ffff,12.931311788,77.623203972,tertiary,0.45,0.0,0.0,1.0,4.0,2.0,7,"tertiary road, 1 retail, 4 school, 2 transit"
89618925b27ffff,12.955010654545454,77.57400643863637,primary,0.8,2.0,0.0,0.0,5.0,0.0,7,"primary road, 5 school, 2 hospital"
8961892c103ffff,13.03945875,77.6415139,primary,0.8,2.0,0.0,0.0,1.0,2.0,5,"primary road, 1 school, 2 hospital, 2 transit"
89618926387ffff,12.842106926615244,77.64464745873397,secondary,0.6,0.0,0.0,0.0,0.0,2.0,2,"secondary road, 2 transit"
8960145b343ffff,13.017209566666669,77.56062476666666,secondary,0.6,0.0,0.0,0.0,1.0,0.0,1,"secondary road, 1 school"
8961892e107ffff,12.98527545,77.6672633,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
89618926b43ffff,12.857797681025874,77.58903799570157,residential,0.25,1.0,0.0,0.0,2.0,0.0,3,"residential road, 2 school, 1 hospital"
8960144b5a3ffff,13.068091521428572,77.44880159285715,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618920babffff,12.95092274486666,77.69983822492487,tertiary,0.45,1.0,0.0,0.0,0.0,0.0,1,"tertiary road, 1 hospital"
8960145b1b3ffff,12.977189691666666,77.55122974166666,residential,0.25,0.0,0.0,1.0,0.0,0.0,1,"residential road, 1 retail"
896189259a3ffff,12.92714002,77.57802628666667,tertiary,0.45,5.0,0.0,0.0,4.0,1.0,10,"tertiary road, 4 school, 5 hospital, 1 transit"
8960145b48bffff,12.974369973333332,77.59634102,secondary,0.6,0.0,0.0,0.0,0.0,2.0,2,"secondary road, 2 transit"
896189242dbffff,12.912054646666666,77.64625891333334,secondary,0.6,2.0,0.0,1.0,1.0,0.0,4,"secondary road, 1 retail, 1 school, 2 hospital"
8960145a087ffff,12.931717666666666,77.54473343333333,tertiary,0.45,1.0,0.0,0.0,1.0,0.0,2,"tertiary road, 1 school, 1 hospital"
89618927243ffff,12.91662735,77.69908530000001,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
89618921917ffff,12.9836259,77.72872345,secondary,0.6,0.0,0.0,0.0,0.0,1.0,1,"secondary road, 1 transit"
8960145a44fffff,12.935836440872842,77.5614247333344,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8961892e327ffff,13.0075565,77.66253045,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892620fffff,12.860511825,77.660545,tertiary,0.45,0.0,0.0,0.0,0.0,1.0,1,"tertiary road, 1 transit"
8960145b06bffff,13.00501531923077,77.57047716050296,residential,0.25,1.0,1.0,3.0,1.0,3.0,9,"residential road, 1 market, 3 retail, 1 school, 1 hospital, 3 transit"
8961892eb4fffff,13.01823406,77.6185347,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
896189253afffff,12.950232766666668,77.639268,primary,0.8,0.0,0.0,0.0,0.0,1.0,1,"primary road, 1 transit"
8961892438bffff,12.89936450107508,77.61813072260472,residential,0.25,0.0,0.0,0.0,3.0,0.0,3,"residential road, 3 school"
8960145a8dbffff,12.942179366666666,77.49546076666667,residential,0.25,0.0,0.0,0.0,1.0,0.0,1,"residential road, 1 school"
8961892549bffff,12.918728525,77.6859552,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892531bffff,12.95641308235294,77.64876653529413,residential,0.25,0.0,0.0,0.0,1.0,0.0,1,"residential road, 1 school"
8960145165bffff,12.905907185446605,77.54237563727611,secondary,0.6,3.0,0.0,0.0,1.0,2.0,6,"secondary road, 1 school, 3 hospital, 2 transit"
89601458693ffff,12.991861433333334,77.542914,tertiary,0.45,1.0,0.0,0.0,0.0,0.0,1,"tertiary road, 1 hospital"
8960145140bffff,12.8761357,77.53007835,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8961892cc7bffff,13.041039049999998,77.61928660000001,tertiary,0.45,0.0,0.0,0.0,1.0,0.0,1,"tertiary road, 1 school"
8961892ce07ffff,13.0534872,77.6215161,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892e677ffff,13.004407054545457,77.70924643636364,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8961892cd33ffff,13.02129414920635,77.59260451693122,tertiary,0.45,0.0,0.0,2.0,1.0,1.0,4,"tertiary road, 2 retail, 1 school, 1 transit"
8961892ed6bffff,12.981971886363636,77.62417829545456,secondary,0.6,0.0,0.0,0.0,1.0,1.0,2,"secondary road, 1 school, 1 transit"
89618924277ffff,12.915341916397548,77.63230193969851,tertiary,0.45,2.0,0.0,1.0,0.0,0.0,3,"tertiary road, 1 retail, 2 hospital"
8961892e2cbffff,13.017832005555556,77.70477312222222,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89618924923ffff,12.8817053,77.54313644999999,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8961892cd67ffff,13.0290373,77.59361995,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89618925aabffff,12.95977175,77.60232675,tertiary,0.45,0.0,0.0,2.0,0.0,0.0,2,"tertiary road, 2 retail"
8960145a633ffff,12.94797352,77.559067,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8960145a47bffff,12.934325,77.55954332499999,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
89618921a8bffff,13.011113016666668,77.75995736666667,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
896189255a3ffff,12.911777092307693,77.65167141538461,tertiary,0.45,0.0,0.0,2.0,1.0,3.0,6,"tertiary road, 2 retail, 1 school, 3 transit"
896014596d7ffff,13.0506096,77.57514941818182,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89601459e97ffff,13.04373765,77.51135916666667,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8960145b38bffff,13.004757976190476,77.56238754761905,tertiary,0.45,0.0,0.0,0.0,1.0,2.0,3,"tertiary road, 1 school, 2 transit"
89601459e17ffff,13.0502403,77.50774353333334,primary,0.8,0.0,0.0,0.0,0.0,1.0,1,"primary road, 1 transit"
89618921d23ffff,12.969234966666669,77.7367796,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
896189262abffff,12.854311475,77.66210015833333,tertiary,0.45,0.0,0.0,0.0,1.0,0.0,1,"tertiary road, 1 school"
896189259dbffff,12.93545525,77.59269194999999,tertiary,0.45,2.0,0.0,0.0,0.0,0.0,2,"tertiary road, 2 hospital"
8961892424bffff,12.921739114285714,77.6403216,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8961892c14fffff,13.047816733333336,77.64475926666667,primary,0.8,0.0,0.0,1.0,1.0,1.0,3,"primary road, 1 retail, 1 school, 1 transit"
8960145a4cfffff,12.9296301,77.566569775,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892f50fffff,13.0237393,77.71593903333333,trunk,0.9,0.0,0.0,0.0,1.0,0.0,1,"trunk road, 1 school"
89618920c5bffff,12.934484,77.74343605,primary,0.8,1.0,1.0,2.0,0.0,0.0,4,"primary road, 1 market, 2 retail, 1 hospital"
8961892e02bffff,12.9972037,77.6834883,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892087bffff,12.9497367,77.71777,tertiary,0.45,0.0,0.0,0.0,1.0,0.0,1,"tertiary road, 1 school"
8960145b393ffff,12.999692655555556,77.56424971111112,tertiary,0.45,0.0,0.0,0.0,2.0,4.0,6,"tertiary road, 2 school, 4 transit"
896189246cfffff,12.898050180000002,77.65833458,residential,0.25,0.0,0.0,1.0,0.0,0.0,1,"residential road, 1 retail"
89601458367ffff,13.014127835,77.49169405,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8960145b013ffff,12.99126196067416,77.57488671235956,primary,0.8,0.0,0.0,0.0,1.0,0.0,1,"primary road, 1 school"
89601458c7bffff,12.988622845454543,77.47260550909091,primary,0.8,0.0,0.0,0.0,0.0,1.0,1,"primary road, 1 transit"
89618925e97ffff,12.937335489014554,77.62696894732149,primary,0.8,1.0,0.0,3.0,0.0,1.0,5,"primary road, 3 retail, 1 hospital, 1 transit"
8960145ae77ffff,12.9524882,77.49981065,residential,0.25,0.0,0.0,0.0,0.0,1.0,1,"residential road, 1 transit"
89618925a93ffff,12.9538601,77.61213056,tertiary,0.45,0.0,0.0,0.0,1.0,0.0,1,"tertiary road, 1 school"
8960144b5afffff,13.069667666666666,77.4462186,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
896189240cfffff,12.891352270022232,77.63815485904107,tertiary,0.45,0.0,0.0,0.0,1.0,0.0,1,"tertiary road, 1 school"
8961892533bffff,12.9569167,77.6390368,tertiary,0.45,0.0,0.0,1.0,0.0,0.0,1,"tertiary road, 1 retail"
8961892604bffff,12.8453323,77.6653119,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89601690153ffff,13.199676966666669,77.67960893333334,unclassified,0.3,0.0,0.0,0.0,0.0,0.0,0,unclassified road
89618925c0bffff,12.928247133333334,77.61932904999999,primary,0.8,1.0,0.0,0.0,1.0,0.0,2,"primary road, 1 school, 1 hospital"
89601459423ffff,13.030912,77.55342902,residential,0.25,0.0,0.0,1.0,0.0,0.0,1,"residential road, 1 retail"
8960145b0c3ffff,12.9948165,77.5817048,tertiary,0.45,1.0,0.0,0.0,0.0,0.0,1,"tertiary road, 1 hospital"
89601459b8fffff,13.057143733333334,77.47138093333332,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618925b53ffff,12.962018154545454,77.5933413090909,primary,0.8,3.0,0.0,0.0,0.0,0.0,3,"primary road, 3 hospital"
896016900d7ffff,13.19937927037037,77.70288736296297,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8960145a697ffff,12.937417633333334,77.56827893333333,residential,0.25,2.0,1.0,0.0,0.0,2.0,5,"residential road, 1 market, 2 hospital, 2 transit"
8960145a14bffff,12.944608847727272,77.52726449886364,tertiary,0.45,0.0,0.0,0.0,0.0,4.0,4,"tertiary road, 4 transit"
89601458663ffff,13.0089486,77.53165522500001,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892c553ffff,13.028974436842104,77.66409552105263,secondary,0.6,0.0,0.0,0.0,0.0,3.0,3,"secondary road, 3 transit"
8960145a207ffff,12.9628871,77.5447178,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618925e03ffff,12.94771885,77.62249205,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
896016966c3ffff,13.104421,77.60490525,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89601458e53ffff,13.0077824,77.48475815,residential,0.25,0.0,0.0,0.0,0.0,2.0,2,"residential road, 2 transit"
8960145a247ffff,12.96945435,77.54880645,residential,0.25,1.0,0.0,0.0,0.0,0.0,1,"residential road, 1 hospital"
8960169746fffff,13.14461775,77.6172772,tertiary,0.45,0.0,0.0,0.0,2.0,0.0,2,"tertiary road, 2 school"
8961892ed53ffff,12.9759011,77.63631855,tertiary,0.45,1.0,0.0,0.0,2.0,0.0,3,"tertiary road, 2 school, 1 hospital"
89618925a0fffff,12.965301149473683,77.60435200105263,residential,0.25,0.0,0.0,1.0,2.0,1.0,4,"residential road, 1 retail, 2 school, 1 transit"
896189242d7ffff,12.908610908333332,77.6444285361111,secondary,0.6,1.0,0.0,1.0,0.0,0.0,2,"secondary road, 1 retail, 1 hospital"
89618921a87ffff,13.006681768115945,77.7571600362319,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
8961892405bffff,12.89611581605043,77.63868387016007,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618924b43ffff,12.911513654,77.55855613,tertiary,0.45,0.0,0.0,0.0,0.0,2.0,2,"tertiary road, 2 transit"
8961892592bffff,12.937030359313956,77.57331173256578,tertiary,0.45,0.0,0.0,0.0,0.0,3.0,3,"tertiary road, 3 transit"
89618920a23ffff,12.96318353274648,77.71729046126761,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
89618927267ffff,12.91740652,77.68876644,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618924407ffff,12.873773485714285,77.64441832857142,residential,0.25,1.0,0.0,0.0,0.0,0.0,1,"residential road, 1 hospital"
8961892cd53ffff,13.029081866666669,77.60733496666667,secondary,0.6,1.0,0.0,1.0,0.0,0.0,2,"secondary road, 1 retail, 1 hospital"
896014594dbffff,13.032358466666668,77.57278366666667,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892c3c7ffff,13.060387791428573,77.65207824000001,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618925407ffff,12.925324338606416,77.67566245589296,tertiary,0.45,1.0,0.0,3.0,0.0,0.0,4,"tertiary road, 3 retail, 1 hospital"
8961892717bffff,12.8901108,77.66890285,tertiary,0.45,0.0,0.0,0.0,1.0,0.0,1,"tertiary road, 1 school"
89601696423ffff,13.084324999999998,77.582925,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892e00fffff,12.994990253700072,77.68963067134361,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892e073ffff,12.998236449181691,77.6891274849126,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
8961892ea83ffff,13.0078422,77.64143162,residential,0.25,0.0,0.0,3.0,0.0,2.0,5,"residential road, 3 retail, 2 transit"
89618925577ffff,12.922934666711354,77.65150287595532,secondary,0.6,0.0,0.0,0.0,0.0,2.0,2,"secondary road, 2 transit"
8961892c997ffff,13.0276234079602,77.58601708507462,residential,0.25,1.0,0.0,0.0,0.0,2.0,3,"residential road, 1 hospital, 2 transit"
89618924827ffff,12.887762662481462,77.56166627819984,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
896189246bbffff,12.888759267393665,77.64983049,residential,0.25,1.0,0.0,0.0,0.0,0.0,1,"residential road, 1 hospital"
89618925457ffff,12.929015762068964,77.68168603793103,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892e253ffff,13.021137657142855,77.70167998571428,secondary,0.6,1.0,0.0,0.0,2.0,0.0,3,"secondary road, 2 school, 1 hospital"
896014586bbffff,12.99433235,77.53470195,residential,0.25,3.0,0.0,0.0,0.0,0.0,3,"residential road, 3 hospital"
89601459873ffff,13.05246045,77.4853853,tertiary,0.45,1.0,0.0,0.0,0.0,0.0,1,"tertiary road, 1 hospital"
8960145b237ffff,13.011899220588235,77.56904608823528,primary,0.8,0.0,0.0,0.0,5.0,1.0,6,"primary road, 5 school, 1 transit"
896016964a3ffff,13.074276783333334,77.58797028333333,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
89618924877ffff,12.893813628571428,77.56782063877552,residential,0.25,1.0,0.0,0.0,0.0,0.0,1,"residential road, 1 hospital"
8960145a243ffff,12.970316400000002,77.55183539999999,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892c537ffff,13.020878166666668,77.65022593333333,residential,0.25,1.0,0.0,0.0,0.0,0.0,1,"residential road, 1 hospital"
89618925a43ffff,12.970286844127967,77.61030585886667,secondary,0.6,0.0,0.0,0.0,2.0,3.0,5,"secondary road, 2 school, 3 transit"
89618924c53ffff,12.878812465199356,77.59549059993536,primary,0.8,0.0,0.0,0.0,1.0,0.0,1,"primary road, 1 school"
8961892c9a3ffff,13.03098549,77.57748878999999,residential,0.25,0.0,0.0,0.0,1.0,1.0,2,"residential road, 1 school, 1 transit"
8961892dda3ffff,13.068800909302324,77.62593254186048,secondary,0.6,0.0,0.0,1.0,0.0,0.0,1,"secondary road, 1 retail"
8961892e42fffff,12.978916533333331,77.69642036666666,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89601459173ffff,13.045366073054124,77.52179120078677,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
896189254abffff,12.922905464285716,77.67425595714285,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618924423ffff,12.874381633333334,77.64031696666666,secondary,0.6,0.0,0.0,0.0,1.0,0.0,1,"secondary road, 1 school"
896189259d3ffff,12.931521104347826,77.59255009565217,tertiary,0.45,0.0,0.0,0.0,1.0,0.0,1,"tertiary road, 1 school"
89601696637ffff,13.10126655,77.5869734,residential,0.25,0.0,0.0,0.0,0.0,1.0,1,"residential road, 1 transit"
896016965abffff,13.07147345,77.56775644999999,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8961892ccbbffff,13.02393325,77.61948525,secondary,0.6,1.0,0.0,0.0,0.0,1.0,2,"secondary road, 1 hospital, 1 transit"
8961892ea17ffff,13.01381425,77.63675620000001,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892ee4bffff,13.011107626666668,77.65921296666667,secondary,0.6,2.0,0.0,0.0,0.0,0.0,2,"secondary road, 2 hospital"
89618921b37ffff,13.003547775,77.72405764999999,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892428bffff,12.905788183333334,77.63909860833333,residential,0.25,0.0,0.0,0.0,2.0,0.0,2,"residential road, 2 school"
8961892735bffff,12.912447446327684,77.6809767960452,primary,0.8,3.0,0.0,0.0,0.0,0.0,3,"primary road, 3 hospital"
89618924a3bffff,12.912670756,77.57268028,residential,0.25,1.0,0.0,0.0,0.0,0.0,1,"residential road, 1 hospital"
8961892c96bffff,13.047786038888889,77.57866729999999,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8960145a21bffff,12.964273111111112,77.55109985,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892e9c7ffff,12.984306,77.616616625,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
896189263b3ffff,12.8428236,77.64192316,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
89601690267ffff,13.2302231,77.6933171,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89618925693ffff,12.939498833333332,77.68978323333333,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
896014586dbffff,13.002044666666668,77.54807593333334,residential,0.25,2.0,0.0,0.0,4.0,0.0,6,"residential road, 4 school, 2 hospital"
896189242c3ffff,12.91106928456376,77.64453910067114,secondary,0.6,0.0,0.0,0.0,0.0,1.0,1,"secondary road, 1 transit"
896014584c7ffff,12.9764879,77.5365536,living_street,0.15,0.0,0.0,0.0,0.0,0.0,0,living_street road
8961892410bffff,12.88299644,77.60974168,secondary,0.6,0.0,0.0,1.0,0.0,0.0,1,"secondary road, 1 retail"
8961892cc0bffff,13.033778114285711,77.62245998571429,secondary,0.6,0.0,0.0,0.0,0.0,1.0,1,"secondary road, 1 transit"
8960145b2bbffff,13.00789875,77.5775045,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89601690017ffff,13.1985191,77.69554045000001,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
8960145ae3bffff,12.948854072215957,77.49966429687359,residential,0.25,0.0,0.0,0.0,0.0,2.0,2,"residential road, 2 transit"
89618921a53ffff,13.020627041666666,77.76217858333334,primary,0.8,0.0,0.0,0.0,0.0,1.0,1,"primary road, 1 transit"
8961892e1d3ffff,12.983513038709678,77.67987397096775,secondary,0.6,1.0,0.0,0.0,0.0,0.0,1,"secondary road, 1 hospital"
89601696193ffff,13.0812467125,77.55968921875,secondary,0.6,0.0,0.0,1.0,1.0,0.0,2,"secondary road, 1 retail, 1 school"
8960145918bffff,13.034238772222222,77.53006138055555,residential,0.25,0.0,0.0,0.0,1.0,1.0,2,"residential road, 1 school, 1 transit"
8961892721bffff,12.91093725,77.6978629,secondary,0.6,0.0,0.0,0.0,2.0,0.0,2,"secondary road, 2 school"
8961892447bffff,12.880958158064676,77.64545536411975,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8960145808bffff,12.98806905,77.52037936250001,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8960145b01bffff,12.993940564705882,77.57731508235294,residential,0.25,0.0,0.0,1.0,1.0,2.0,4,"residential road, 1 retail, 1 school, 2 transit"
8960144a64bffff,13.065641133333337,77.45335143333334,tertiary,0.45,0.0,0.0,0.0,0.0,1.0,1,"tertiary road, 1 transit"
8960145b043ffff,13.00181495,77.57847430000001,tertiary,0.45,0.0,0.0,0.0,0.0,1.0,1,"tertiary road, 1 transit"
8960145904fffff,13.056872517424242,77.547044325,residential,0.25,0.0,0.0,0.0,0.0,1.0,1,"residential road, 1 transit"
8960145b313ffff,13.0065805,77.5582251357143,residential,0.25,0.0,0.0,0.0,0.0,2.0,2,"residential road, 2 transit"
8961892e033ffff,12.991520199802656,77.68692446829655,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8960145a63bffff,12.94823396153846,77.55925197692308,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892090fffff,12.93508328,77.69711529,secondary,0.6,0.0,0.0,0.0,1.0,0.0,1,"secondary road, 1 school"
8960145164fffff,12.906572277939109,77.53498177,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892430fffff,12.9053023,77.61175829999999,residential,0.25,1.0,0.0,1.0,2.0,0.0,4,"residential road, 1 retail, 2 school, 1 hospital"
89618920e6fffff,12.9569641,77.735726825,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
8961892c92bffff,13.042401375,77.57536632499999,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8960145b32fffff,13.011386709090909,77.54596607272727,residential,0.25,0.0,0.0,0.0,1.0,0.0,1,"residential road, 1 school"
8961892ee4fffff,13.00979335,77.657192,tertiary,0.45,1.0,0.0,1.0,1.0,1.0,4,"tertiary road, 1 retail, 1 school, 1 hospital, 1 transit"
8960169102bffff,13.2580613,77.71752395,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
8961892e4dbffff,12.9806932,77.7202585,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892c9bbffff,13.030842575,77.58100715,residential,0.25,0.0,0.0,0.0,1.0,0.0,1,"residential road, 1 school"
89618920b73ffff,12.96062152293325,77.70159309740501,tertiary,0.45,0.0,0.0,0.0,1.0,2.0,3,"tertiary road, 1 school, 2 transit"
8961892092bffff,12.935897281673434,77.69152352240859,trunk,0.9,0.0,0.0,0.0,0.0,0.0,0,trunk road
89618924a87ffff,12.90341885,77.57845695,living_street,0.15,0.0,0.0,0.0,1.0,0.0,1,"living_street road, 1 school"
8960145813bffff,12.986051631818183,77.48794810909091,primary,0.8,0.0,0.0,0.0,0.0,1.0,1,"primary road, 1 transit"
8961892cb6bffff,13.071904176190476,77.58511461428571,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8960145865bffff,13.008807798832684,77.54309951517509,tertiary,0.45,0.0,0.0,1.0,0.0,2.0,3,"tertiary road, 1 retail, 2 transit"
896189240b7ffff,12.87775176,77.6257965,secondary,0.6,1.0,0.0,0.0,0.0,0.0,1,"secondary road, 1 hospital"
89618920ad7ffff,12.960503286956522,77.73247479130434,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89601458433ffff,12.976313893333332,77.52534214,tertiary,0.45,3.0,0.0,0.0,0.0,0.0,3,"tertiary road, 3 hospital"
8961892cd3bffff,13.024355706878309,77.59331914285715,residential,0.25,1.0,0.0,1.0,1.0,2.0,5,"residential road, 1 retail, 1 school, 1 hospital, 2 transit"
8961892e40bffff,12.9810455875,77.70899179375,tertiary,0.45,1.0,0.0,0.0,0.0,3.0,4,"tertiary road, 1 hospital, 3 transit"
89601459557ffff,13.02718556981982,77.54335788243243,trunk,0.9,1.0,0.0,0.0,0.0,3.0,4,"trunk road, 1 hospital, 3 transit"
8961892edc7ffff,12.97013175,77.63280805,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892e52fffff,12.9730347,77.67664175,secondary,0.6,1.0,0.0,0.0,1.0,2.0,4,"secondary road, 1 school, 1 hospital, 2 transit"
8961892446bffff,12.883738263235294,77.6429964367647,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89601459c93ffff,13.0227202,77.50995725,secondary,0.6,0.0,0.0,0.0,0.0,1.0,1,"secondary road, 1 transit"
89618924cafffff,12.8673339,77.58127575,tertiary,0.45,0.0,0.0,0.0,0.0,1.0,1,"tertiary road, 1 transit"
896189244cfffff,12.8740077,77.65417575,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618925c1bffff,12.927166980555556,77.62098797499999,primary,0.8,1.0,0.0,1.0,0.0,2.0,4,"primary road, 1 retail, 1 hospital, 2 transit"
89618924aa3ffff,12.90381665,77.57331840625,trunk,0.9,0.0,0.0,0.0,0.0,0.0,0,trunk road
8961892c1abffff,13.033454155555557,77.63794832222223,primary,0.8,0.0,0.0,1.0,0.0,1.0,2,"primary road, 1 retail, 1 transit"
8961892c953ffff,13.043012115299677,77.59048639680569,trunk,0.9,0.0,1.0,0.0,0.0,2.0,3,"trunk road, 1 market, 2 transit"
8960145b61bffff,13.002169749999998,77.59846526428571,secondary,0.6,0.0,0.0,1.0,1.0,0.0,2,"secondary road, 1 retail, 1 school"
8961892626bffff,12.869333244444444,77.66011078888889,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892e28bffff,13.01107245,77.69998925,residential,0.25,1.0,0.0,0.0,2.0,0.0,3,"residential road, 2 school, 1 hospital"
8961892e473ffff,12.98355122105263,77.7081598631579,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
